Date,High,Low,Close,Tmrw_return
2012-05-18,45.0,38.0,38.23,-0.116378088581
2012-05-21,36.66,33.0,34.029999,-0.0932552546418
2012-05-22,33.59,30.940001,31.0,0.0317486983146
2012-05-23,32.5,31.360001,32.0,0.0316803063275
2012-05-24,33.209999,31.77,33.029999,-0.034496768837
2012-05-29,31.690001,28.65,28.84,-0.0227959718172
2012-05-30,29.549999,27.860001,28.190001,0.0488070207304
2012-05-31,29.67,26.83,29.6,-0.0656202230833
2012-06-04,27.65,26.440001,26.9,-0.039042251755
2012-06-05,27.76,25.75,25.870001,0.0356908800956
2012-06-07,27.35,26.15,26.309999,0.0295846708418
2012-06-08,27.76,26.440001,27.1,-0.00332656008113
2012-06-11,28.07,26.84,27.01,0.0143358455895
2012-06-14,28.32,27.379999,28.290001,0.0590222387906
2012-06-15,30.1,28.35,30.01,0.0455956540983
2012-06-18,32.080002,29.41,31.41,0.0157931267396
2012-06-19,32.18,30.700001,31.91,-0.00976231969729
2012-06-20,31.93,31.15,31.6,0.00756624038332
2012-06-21,32.5,31.51,31.84,0.0372981750643
2012-06-22,33.450001,32.060001,33.049999,-0.0304123576676
2012-06-25,33.02,31.549999,32.060001,0.0319240435871
2012-06-26,33.439999,32.5,33.099998,-0.0266355261327
2012-06-27,32.900002,31.9,32.23,-0.0273644684574
2012-06-28,32.189999,30.9,31.360001,-0.00832540818477
2012-06-29,31.99,30.76,31.1,-0.0106676298512
2012-07-02,31.73,30.549999,30.77,0.0138779375328
2012-07-03,31.440001,30.799999,31.200001,0.0086165524333
2012-07-06,31.9,31.26,31.73,0.0137716734861
2012-07-09,32.880001,31.99,32.169998,-0.0219995997812
2012-07-10,32.48,31.16,31.469999,-0.0160157176042
2012-07-11,31.559999,30.549999,30.969999,-0.00517968154422
2012-07-12,31.4,30.6,30.809999,-0.00292540442419
2012-07-13,31.07,30.559999,30.719999,-0.0838204181349
2012-07-16,30.5,28.209999,28.25,-0.0056798164763
2012-07-17,28.59,27.15,28.09,0.0356681509938
2012-07-18,29.290001,28.15,29.110001,-0.00378596212351
2012-07-19,29.5,28.629999,29.0,-0.00831029713363
2012-07-23,29.0,28.01,28.75,-0.0104895715216
2012-07-24,29.450001,28.1,28.450001,0.0308035769931
2012-07-25,29.49,28.08,29.34,-0.08868595176
2012-07-27,24.540001,22.280001,23.709999,-0.0239020773688
2012-07-30,24.040001,23.030001,23.15,-0.0642218427038
2012-07-31,23.370001,21.610001,21.709999,-0.0389812227068
2012-08-01,21.58,20.84,20.879999,-0.0410613890049
2012-08-02,20.84,19.82,20.040001,0.0510686683738
2012-08-03,22.16,19.9,21.09,0.0386004675891
2012-08-06,22.15,21.299999,21.92,-0.0563000929511
2012-08-08,21.15,20.219999,20.719999,0.0138991457282
2012-08-09,21.17,20.610001,21.01,0.0373700195061
2012-08-10,21.82,21.129999,21.809999,-0.00967521967289
2012-08-13,22.450001,21.4,21.6,-0.0581393359633
2012-08-14,21.6,20.25,20.379999,0.0394472501209
2012-08-15,21.41,20.4,21.200001,-0.0647901219569
2012-08-16,20.48,19.690001,19.870001,-0.0421440578116
2012-08-17,20.08,19.0,19.049999,0.0491650995164
2012-08-20,20.129999,18.75,20.01,-0.0434073760529
2012-08-21,19.98,19.09,19.16,0.0145080779299
2012-08-23,19.73,19.360001,19.440001,-0.0015444532917
2012-08-24,19.68,19.25,19.41,-0.0134856815543
2012-08-27,19.530001,19.1,19.15,0.00987277439849
2012-08-28,19.379999,18.950001,19.34,-0.0124871549726
2012-08-29,19.379999,19.07,19.1,-0.000523697314928
2012-08-30,19.450001,19.059999,19.09,-0.0554651451198
2012-08-31,18.700001,18.030001,18.059999,-0.0184413725317
2012-09-04,18.27,17.549999,17.73,0.0468276132996
2012-09-05,18.75,18.18,18.58,0.0202457106986
2012-09-06,19.26,18.719999,18.959999,0.00105434909752
2012-09-10,19.200001,18.549999,18.809999,0.0324296732396
2012-09-11,19.58,18.85,19.43,0.0743652730686
2012-09-12,21.16,20.280001,20.93,-0.0105669093363
2012-09-13,21.48,20.610001,20.709999,0.0604258262367
2012-09-14,22.08,20.9,22.0,-0.0220597180647
2012-09-17,22.75,21.5,21.52,0.0161331451198
2012-09-18,21.98,21.370001,21.870001,0.0629082464197
2012-09-20,23.24,22.540001,22.59,0.0118813716313
2012-09-21,23.24,22.6,22.860001,-0.0949165521412
2012-09-24,21.98,20.360001,20.790001,-0.0248369219373
2012-09-25,21.209999,20.219999,20.280001,0.0166262990528
2012-09-26,20.780001,19.799999,20.620001,-0.0146559043751
2012-09-27,21.0,20.16,20.32,0.0638616188626
2012-09-28,21.950001,20.5,21.66,0.0151205629938
2012-10-01,22.59,21.73,21.99,0.0126526767026
2012-10-02,22.49,21.82,22.27,-0.0199553107074
2012-10-03,22.49,21.799999,21.83,0.00548201451741
2012-10-04,22.4,21.41,21.950001,-0.0485396716387
2012-10-05,21.629999,20.879999,20.91,-0.0246926125904
2012-10-08,20.75,20.16,20.4,-0.00836824967052
2012-10-09,20.549999,19.969999,20.23,-0.0295983991698
2012-10-10,19.940001,19.450001,19.639999,0.00558523933731
2012-10-11,19.959999,19.610001,19.75,-0.0117139103622
2012-10-15,19.879999,19.49,19.52,-0.00205128277056
2012-10-16,19.690001,19.299999,19.48,0.0203258527122
2012-10-17,20.48,19.370001,19.879999,-0.0463283577448
2012-10-18,19.790001,18.889999,18.98,0.00105318598466
2012-10-19,19.059999,18.799999,19.0,0.0167018496179
2012-10-22,19.43,19.049999,19.32,0.00927363678533
2012-10-23,19.799999,19.1,19.5,0.175030081213
2012-10-24,24.25,22.85,23.23,-0.0292661644787
2012-10-25,23.309999,22.469999,22.559999,-0.0278668818777
2012-10-26,22.879999,21.879999,21.940001,-0.0385645911948
2012-10-31,21.5,20.73,21.110001,0.00472581219788
2012-11-01,21.440001,21.01,21.209999,-0.00141538125576
2012-11-02,21.690001,21.07,21.18,0.00329955519717
2012-11-05,21.48,20.92,21.25,-0.00377181022365
2012-11-06,21.370001,20.99,21.17,-0.0336247343256
2012-11-07,20.950001,20.370001,20.469999,-0.0237282023089
2012-11-08,20.73,19.98,19.99,-0.0398012237881
2012-11-09,20.0,19.129999,19.209999,0.043795238084
2012-11-12,20.17,18.870001,20.07,-0.0105184538388
2012-11-13,20.110001,19.559999,19.860001,0.11856598404
2012-11-14,22.5,19.93,22.360001,-0.0085336693814
2012-11-15,22.5,21.65,22.17,0.0608102927103
2012-11-16,23.93,22.18,23.559999,-0.027540424492
2012-11-19,24.120001,22.82,22.92,0.00782272568121
2012-11-20,23.9,22.700001,23.1,0.0514664395702
2012-11-21,24.530001,23.049999,24.32,-0.01324522675
2012-11-23,24.68,23.879999,24.0,0.0777323870909
2012-11-26,26.09,24.809999,25.940001,0.00806297307213
2012-11-27,26.5,25.459999,26.15,0.00799855705964
2012-11-28,26.49,25.75,26.360001,0.035771287132
2012-11-29,27.52,26.16,27.32,0.0245854754726
2012-12-04,27.76,26.68,27.459999,0.00906295886361
2012-12-06,27.75,26.82,26.969999,0.0190972021038
2012-12-07,27.780001,26.84,27.49,0.0126515332891
2012-12-10,28.17,27.1,27.84,0.00501613377112
2012-12-11,28.24,27.66,27.98,-0.0143990968722
