Date,High,Low,Close,Tmrw_return
2007-06-14,39.259998,37.0,31.502164,-0.00128781983495
2007-06-15,39.099998,38.25,31.461621,-0.0434564170722
2007-06-18,39.099998,37.150002,30.123693,-0.0121870511992
2007-06-20,36.830002,35.330002,29.150653,0.0206476398605
2007-06-21,36.700001,35.75,29.758802,0.0595020263149
2007-06-22,39.5,36.799999,31.583252,0.00767264162067
2007-06-25,40.0,38.25,31.826511,0.00634923921271
2007-06-26,39.799999,39.200001,32.029228,0.00630918058223
2007-06-27,39.799999,39.0,32.231945,-0.00378075457014
2007-06-28,39.950001,39.5,32.110314,-0.0137301322488
2007-07-02,40.630001,38.98,32.410336,-0.00778606112222
2007-07-03,40.610001,39.080002,32.158967,-0.0053090766274
2007-07-05,41.279999,39.240002,31.988685,0.00933523214947
2007-07-06,39.919998,38.799999,32.288705,0.0119821724069
2007-07-09,40.400002,38.48,32.677921,-0.0327898075221
2007-07-10,39.5,38.48,31.623795,0.00153731113494
2007-07-11,39.25,38.700001,31.672448,-0.00128098639491
2007-07-12,39.060001,38.310001,31.631902,0.0117229415179
2007-07-13,39.889999,38.0,32.004903,-0.00431642368584
2007-07-16,39.849998,37.07,31.867054,-0.0112590347435
2007-07-17,39.5,38.27,31.510274,-0.0239595372091
2007-07-18,38.860001,36.599998,30.764275,0.0042083292799
2007-07-19,38.450001,37.630001,30.894014,-0.0018389713594
2007-07-20,38.18,37.869999,30.837253,0.0228760119611
2007-07-23,39.0,35.099998,31.550817,-0.0131937973917
2007-07-24,39.220001,38.130001,31.137276,0.00182126809008
2007-07-25,38.57,38.0,31.194037,-0.0239390762167
2007-07-26,38.299999,36.720001,30.456148,-0.0163740202394
2007-07-27,38.130001,35.73,29.961519,-0.0246588214834
2007-07-30,36.450001,35.580002,29.231738,-0.00640045679355
2007-07-31,36.080002,35.700001,29.045239,-0.0168922614816
2007-08-01,36.0,34.759998,28.55872,0.00141862972315
2007-08-02,35.5,34.09,28.599263,-0.00511655543008
2007-08-03,35.43,35.0,28.453307,0.00170846400682
2007-08-06,35.32,34.98,28.50196,-0.00857158821889
2007-08-07,35.380001,34.0,28.258697,-0.00316125877194
2007-08-08,35.470001,32.09,28.169505,-0.0295041758656
2007-08-09,34.77,33.619999,27.350528,-0.0276542567681
2007-08-10,33.73,32.380001,26.604532,0.0054711389511
