Date,High,Low,Close,Tmrw_return
2007-01-03,99.680004,95.629997,9.222078,0.0478958536837
2007-01-04,101.850004,95.299997,9.674526,-0.000791359549471
2007-01-05,102.200003,98.999996,9.666873,0.000197872749643
2007-01-08,102.250004,98.999996,9.668786,0.0450710361683
2007-01-09,105.749998,100.600004,10.114538,-0.00865075344588
2007-01-10,106.499996,103.000002,10.027417,0.00722990705591
2007-01-12,107.250004,104.849997,10.076242,0.00710070042931
2007-01-16,107.469997,104.630003,10.148045,0.0282756672492
2007-01-17,110.220003,105.769997,10.439083,-0.0619495977918
2007-01-18,109.989996,101.800003,9.81201,0.0244808785012
2007-01-19,105.349998,101.999998,10.055181,0.0242674992691
2007-01-22,108.000002,104.499998,10.30218,0.00740675392982
2007-01-23,109.139996,107.019997,10.378769,0.0273865865568
2007-01-24,113.079996,108.699999,10.666936,-0.0323801639656
2007-01-25,112.279997,106.969995,10.327071,0.00600773052078
2007-01-26,109.879999,106.499996,10.3893,0.0111794201233
2007-01-29,111.000004,108.699999,10.506098,0.00916151217043
2007-01-30,111.610003,109.239998,10.602792,0.00719751038913
2007-01-31,112.17,110.749998,10.679381,0.0033114635935
2007-02-01,112.980003,111.610003,10.714804,-0.00861466497256
2007-02-02,112.700005,110.600004,10.622896,-0.00641919077643
2007-02-05,110.950003,109.890003,10.554924,0.00271740416049
2007-02-06,111.540003,109.899998,10.583645,0.012137617582
2007-02-07,112.629995,110.33,10.712888,0.0250631756882
2007-02-08,115.430002,111.049995,10.98478,-0.102131461631
2007-02-09,118.070002,99.630003,9.918277,-0.0147803954192
2007-02-12,102.749996,98.610001,9.772759,0.0252467149904
2007-02-13,105.039997,102.860003,10.02263,0.0313128145211
2007-02-14,108.82,104.099998,10.341432,0.000185160306085
2007-02-15,108.800001,107.089996,10.343347,0.00258826513768
2007-02-16,109.119997,106.049995,10.370153,-0.00462672283526
2007-02-20,108.500004,106.540003,10.322284,-0.00492760260049
2007-02-21,109.250002,105.66,10.271545,-0.0130402529566
2007-02-22,108.999996,105.109997,10.138471,-0.0126385251047
2007-02-23,106.569996,103.719997,10.011142,-0.0048889976696
2007-02-26,106.000004,103.500004,9.962317,-0.0102387230257
2007-02-27,105.900002,99.989996,9.860836,0.03978071323
2007-02-28,107.299995,102.010002,10.261014,-0.00833852677334
2007-03-01,107.9,102.309999,10.175808,-0.0308598496557
2007-03-02,107.5,102.810001,9.86658,-0.0207850730931
2007-03-05,104.200001,100.900002,9.663619,0.0297684978626
2007-03-06,104.709997,102.440004,9.955615,-0.0419284941142
2007-03-07,104.099998,99.399996,9.546821,0.0300298865943
2007-03-08,103.400002,99.280005,9.837859,-0.00390010915285
2007-03-09,104.250002,100.749998,9.799565,0.00865719183849
2007-03-12,103.500004,101.389999,9.88477,0.00589059396097
2007-03-13,105.030003,101.700001,9.943169,0.0156671657104
2007-03-14,106.199999,102.349997,10.100177,-0.00227750216808
2007-03-15,106.149998,104.530001,10.0772,9.50615712926e-05
2007-03-16,105.930004,104.74,10.078158,0.0152717147201
2007-03-19,107.57,105.52,10.23325,0.00559747759723
2007-03-20,107.910004,106.400003,10.290691,0.0294260756909
2007-03-21,112.320004,106.759996,10.598005,-0.0102602268043
2007-03-22,111.000004,108.999996,10.489823,0.0026432593228
2007-03-23,110.0,109.020004,10.517587,-0.012641094489
2007-03-26,109.250002,107.559996,10.38547,-0.0114032073989
2007-03-27,108.360004,106.540003,10.267715,-0.00532879248861
2007-03-28,107.930002,105.799999,10.213146,0.00476921255642
